Team 3309 Log File
Date: 03/12/2015
Time: 14:10:03

Timestamp,Heading,Pitch,Roll,LeftEncCount,RightEncCount,TotalCurrent,BatteryVoltage,Power

DISABLED
TELEOP STARTED
47:53.725,0.0,0.0,0.0,4492.0,3639.0,0.0,0.0,0.0
47:53.751,0.0,0.0,0.0,4476.0,3633.0,0.0,0.0,0.0
47:53.772,0.0,0.0,0.0,4467.0,3632.0,0.0,0.0,0.0
47:53.789,0.0,0.0,0.0,4458.0,3627.0,0.0,0.0,0.0
47:53.813,0.0,0.0,0.0,4449.0,3618.0,0.0,0.0,0.0
47:53.832,0.0,0.0,0.0,4440.0,3608.0,0.0,0.0,0.0
47:53.854,0.0,0.0,0.0,4431.0,3598.0,0.0,0.0,0.0
47:53.869,0.0,0.0,0.0,4421.0,3589.0,0.0,0.0,0.0
47:53.893,0.0,0.0,0.0,4411.0,3580.0,0.0,0.0,0.0
47:53.914,0.0,0.0,0.0,4402.0,3571.0,0.0,0.0,0.0
47:53.932,0.0,0.0,0.0,4395.0,3563.0,0.0,0.0,0.0
47:53.987,0.0,0.0,0.0,4396.0,3556.0,0.0,0.0,0.0
47:54.008,0.0,0.0,0.0,4398.0,3556.0,0.0,0.0,0.0
47:54.027,0.0,0.0,0.0,4400.0,3556.0,0.0,0.0,0.0
47:54.048,0.0,0.0,0.0,4398.0,3558.0,0.0,0.0,0.0
47:54.075,0.0,0.0,0.0,4397.0,3557.0,0.0,0.0,0.0
47:54.110,0.0,0.0,0.0,4395.0,3556.0,0.0,0.0,0.0
47:54.131,0.0,0.0,0.0,4394.0,3556.0,0.0,0.0,0.0
47:54.147,0.0,0.0,0.0,4393.0,3555.0,0.0,0.0,0.0
47:54.168,0.0,0.0,0.0,4393.0,3554.0,0.0,0.0,0.0
47:54.205,0.0,0.0,0.0,4392.0,3553.0,0.0,0.0,0.0
47:54.248,0.0,0.0,0.0,4390.0,3553.0,0.0,0.0,0.0
47:54.269,0.0,0.0,0.0,4389.0,3551.0,0.0,0.0,0.0
47:54.290,0.0,0.0,0.0,4389.0,3551.0,0.0,0.0,0.0
47:54.312,0.0,0.0,0.0,4388.0,3550.0,0.0,0.0,0.0
47:54.343,0.0,0.0,0.0,4387.0,3550.0,0.0,0.0,0.0
47:54.372,0.0,0.0,0.0,4387.0,3550.0,0.0,0.0,0.0
47:54.393,0.0,0.0,0.0,4387.0,3549.0,0.0,0.0,0.0
47:54.446,0.0,0.0,0.0,4387.0,3549.0,0.0,0.0,0.0
47:54.468,0.0,0.0,0.0,4387.0,3548.0,0.0,0.0,0.0
47:54.490,0.0,0.0,0.0,4387.0,3548.0,0.0,0.0,0.0
47:54.531,0.0,0.0,0.0,4387.0,3548.0,0.0,0.0,0.0
47:54.555,0.0,0.0,0.0,4387.0,3548.0,0.0,0.0,0.0
47:54.590,0.0,0.0,0.0,4387.0,3547.0,0.0,0.0,0.0
47:54.607,0.0,0.0,0.0,4387.0,3547.0,0.0,0.0,0.0
47:54.626,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:54.647,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:54.667,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:54.688,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:54.707,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:54.725,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:54.747,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:54.765,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:54.786,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:54.807,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:54.826,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:54.846,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:54.866,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:54.886,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:54.906,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:54.926,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:54.947,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:54.965,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:54.987,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.003,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.026,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.047,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.083,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.107,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.128,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.147,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.167,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.190,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.207,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.227,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.247,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.267,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.287,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.308,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.347,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.367,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.387,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.409,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.426,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.481,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.508,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.527,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.547,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.567,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.588,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.626,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.648,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.667,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.687,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.708,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.727,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.768,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.787,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.808,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.827,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.848,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.868,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.887,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.927,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.947,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.967,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:55.986,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:56.006,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:56.026,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:56.062,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:56.092,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:56.107,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:56.127,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:56.148,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:56.167,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:56.205,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:56.228,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:56.249,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:56.268,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:56.289,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:56.306,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:56.327,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:56.347,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:56.384,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:56.408,0.0,0.0,0.0,4387.0,3546.0,0.0,0.0,0.0
47:56.447,0.0,0.0,0.0,4396.0,3551.0,0.0,0.0,0.0
47:56.468,0.0,0.0,0.0,4411.0,3558.0,0.0,0.0,0.0
47:56.489,0.0,0.0,0.0,4425.0,3566.0,0.0,0.0,0.0
47:56.508,0.0,0.0,0.0,4437.0,3575.0,0.0,0.0,0.0
47:56.528,0.0,0.0,0.0,4448.0,3586.0,0.0,0.0,0.0
47:56.567,0.0,0.0,0.0,4470.0,3605.0,0.0,0.0,0.0
47:56.586,0.0,0.0,0.0,4491.0,3622.0,0.0,0.0,0.0
47:56.607,0.0,0.0,0.0,4509.0,3636.0,0.0,0.0,0.0
47:56.627,0.0,0.0,0.0,4527.0,3645.0,0.0,0.0,0.0
47:56.666,0.0,0.0,0.0,4544.0,3655.0,0.0,0.0,0.0
47:56.687,0.0,0.0,0.0,4578.0,3663.0,0.0,0.0,0.0
47:56.706,0.0,0.0,0.0,4596.0,3678.0,0.0,0.0,0.0
47:56.728,0.0,0.0,0.0,4614.0,3697.0,0.0,0.0,0.0
47:56.747,0.0,0.0,0.0,4631.0,3716.0,0.0,0.0,0.0
47:56.767,0.0,0.0,0.0,4648.0,3737.0,0.0,0.0,0.0
47:56.788,0.0,0.0,0.0,4665.0,3754.0,0.0,0.0,0.0
47:56.807,0.0,0.0,0.0,4683.0,3771.0,0.0,0.0,0.0
47:56.827,0.0,0.0,0.0,4700.0,3787.0,0.0,0.0,0.0
47:56.846,0.0,0.0,0.0,4717.0,3801.0,0.0,0.0,0.0
47:56.867,0.0,0.0,0.0,4734.0,3817.0,0.0,0.0,0.0
47:56.887,0.0,0.0,0.0,4752.0,3831.0,0.0,0.0,0.0
47:56.906,0.0,0.0,0.0,4769.0,3842.0,0.0,0.0,0.0
47:56.946,0.0,0.0,0.0,4796.0,3860.0,0.0,0.0,0.0
47:56.968,0.0,0.0,0.0,4821.0,3868.0,0.0,0.0,0.0
47:56.988,0.0,0.0,0.0,4839.0,3873.0,0.0,0.0,0.0
47:57.005,0.0,0.0,0.0,4855.0,3890.0,0.0,0.0,0.0
47:57.027,0.0,0.0,0.0,4873.0,3909.0,0.0,0.0,0.0
47:57.065,0.0,0.0,0.0,4897.0,3938.0,0.0,0.0,0.0
47:57.087,0.0,0.0,0.0,4923.0,3964.0,0.0,0.0,0.0
47:57.106,0.0,0.0,0.0,4940.0,3980.0,0.0,0.0,0.0
47:57.123,0.0,0.0,0.0,4956.0,3995.0,0.0,0.0,0.0
47:57.146,0.0,0.0,0.0,4971.0,4009.0,0.0,0.0,0.0
47:57.166,0.0,0.0,0.0,4985.0,4022.0,0.0,0.0,0.0
47:57.188,0.0,0.0,0.0,4991.0,4032.0,0.0,0.0,0.0
47:57.207,0.0,0.0,0.0,4989.0,4035.0,0.0,0.0,0.0
47:57.226,0.0,0.0,0.0,4986.0,4038.0,0.0,0.0,0.0
47:57.247,0.0,0.0,0.0,4984.0,4039.0,0.0,0.0,0.0
47:57.269,0.0,0.0,0.0,4987.0,4040.0,0.0,0.0,0.0
47:57.324,0.0,0.0,0.0,4990.0,4040.0,0.0,0.0,0.0
47:57.345,0.0,0.0,0.0,4992.0,4040.0,0.0,0.0,0.0
47:57.367,0.0,0.0,0.0,4992.0,4040.0,0.0,0.0,0.0
47:57.385,0.0,0.0,0.0,4992.0,4040.0,0.0,0.0,0.0
47:57.403,0.0,0.0,0.0,4992.0,4040.0,0.0,0.0,0.0
47:57.423,0.0,0.0,0.0,4992.0,4040.0,0.0,0.0,0.0
47:57.442,0.0,0.0,0.0,4992.0,4040.0,0.0,0.0,0.0
47:57.462,0.0,0.0,0.0,4992.0,4041.0,0.0,0.0,0.0
47:57.485,0.0,0.0,0.0,4993.0,4041.0,0.0,0.0,0.0
47:57.505,0.0,0.0,0.0,4993.0,4042.0,0.0,0.0,0.0
47:57.527,0.0,0.0,0.0,4993.0,4042.0,0.0,0.0,0.0
47:57.562,0.0,0.0,0.0,4993.0,4042.0,0.0,0.0,0.0
47:57.587,0.0,0.0,0.0,4994.0,4042.0,0.0,0.0,0.0
47:57.607,0.0,0.0,0.0,4995.0,4043.0,0.0,0.0,0.0
47:57.627,0.0,0.0,0.0,4995.0,4043.0,0.0,0.0,0.0
47:57.648,0.0,0.0,0.0,4994.0,4043.0,0.0,0.0,0.0
47:57.668,0.0,0.0,0.0,4995.0,4043.0,0.0,0.0,0.0
47:57.688,0.0,0.0,0.0,4995.0,4043.0,0.0,0.0,0.0
47:57.707,0.0,0.0,0.0,4995.0,4043.0,0.0,0.0,0.0
47:57.728,0.0,0.0,0.0,4995.0,4044.0,0.0,0.0,0.0
47:57.747,0.0,0.0,0.0,4995.0,4044.0,0.0,0.0,0.0
47:57.767,0.0,0.0,0.0,4995.0,4044.0,0.0,0.0,0.0
47:57.787,0.0,0.0,0.0,4995.0,4044.0,0.0,0.0,0.0
47:57.824,0.0,0.0,0.0,4995.0,4044.0,0.0,0.0,0.0
47:57.848,0.0,0.0,0.0,4995.0,4044.0,0.0,0.0,0.0
47:57.869,0.0,0.0,0.0,4995.0,4044.0,0.0,0.0,0.0
47:57.889,0.0,0.0,0.0,4995.0,4044.0,0.0,0.0,0.0
47:57.908,0.0,0.0,0.0,4995.0,4044.0,0.0,0.0,0.0
47:57.945,0.0,0.0,0.0,4995.0,40
