Team 3309 Log File
Date: 03/12/2015
Time: 14:10:03

Timestamp,Heading,Pitch,Roll,LeftEncCount,RightEncCount,TotalCurrent,BatteryVoltage,Power

DISABLED
TELEOP STARTED
47:50.612,0.0,0.0,0.0,3125.0,2492.0,0.0,0.0,0.0
47:50.632,0.0,0.0,0.0,3148.0,2518.0,0.0,0.0,0.0
47:50.653,0.0,0.0,0.0,3171.0,2541.0,0.0,0.0,0.0
47:50.673,0.0,0.0,0.0,3193.0,2565.0,0.0,0.0,0.0
47:50.693,0.0,0.0,0.0,3216.0,2586.0,0.0,0.0,0.0
47:50.711,0.0,0.0,0.0,3238.0,2607.0,0.0,0.0,0.0
47:50.732,0.0,0.0,0.0,3262.0,2620.0,0.0,0.0,0.0
47:50.752,0.0,0.0,0.0,3286.0,2636.0,0.0,0.0,0.0
47:50.772,0.0,0.0,0.0,3307.0,2644.0,0.0,0.0,0.0
47:50.794,0.0,0.0,0.0,3331.0,2651.0,0.0,0.0,0.0
47:50.830,0.0,0.0,0.0,3377.0,2700.0,0.0,0.0,0.0
47:50.851,0.0,0.0,0.0,3400.0,2726.0,0.0,0.0,0.0
47:50.872,0.0,0.0,0.0,3424.0,2752.0,0.0,0.0,0.0
47:50.893,0.0,0.0,0.0,3448.0,2778.0,0.0,0.0,0.0
47:50.914,0.0,0.0,0.0,3470.0,2800.0,0.0,0.0,0.0
47:50.933,0.0,0.0,0.0,3494.0,2819.0,0.0,0.0,0.0
47:50.952,0.0,0.0,0.0,3516.0,2830.0,0.0,0.0,0.0
47:50.972,0.0,0.0,0.0,3538.0,2842.0,0.0,0.0,0.0
47:50.993,0.0,0.0,0.0,3561.0,2849.0,0.0,0.0,0.0
47:51.011,0.0,0.0,0.0,3583.0,2862.0,0.0,0.0,0.0
47:51.032,0.0,0.0,0.0,3606.0,2885.0,0.0,0.0,0.0
47:51.053,0.0,0.0,0.0,3629.0,2910.0,0.0,0.0,0.0
47:51.073,0.0,0.0,0.0,3652.0,2934.0,0.0,0.0,0.0
47:51.112,0.0,0.0,0.0,3698.0,2979.0,0.0,0.0,0.0
47:51.133,0.0,0.0,0.0,3722.0,3002.0,0.0,0.0,0.0
47:51.172,0.0,0.0,0.0,3769.0,3032.0,0.0,0.0,0.0
47:51.193,0.0,0.0,0.0,3792.0,3042.0,0.0,0.0,0.0
47:51.215,0.0,0.0,0.0,3813.0,3047.0,0.0,0.0,0.0
47:51.251,0.0,0.0,0.0,3858.0,3089.0,0.0,0.0,0.0
47:51.271,0.0,0.0,0.0,3880.0,3114.0,0.0,0.0,0.0
47:51.292,0.0,0.0,0.0,3903.0,3141.0,0.0,0.0,0.0
47:51.322,0.0,0.0,0.0,3926.0,3165.0,0.0,0.0,0.0
47:51.350,0.0,0.0,0.0,3971.0,3210.0,0.0,0.0,0.0
47:51.371,0.0,0.0,0.0,3994.0,3226.0,0.0,0.0,0.0
47:51.393,0.0,0.0,0.0,4019.0,3242.0,0.0,0.0,0.0
47:51.432,0.0,0.0,0.0,4065.0,3256.0,0.0,0.0,0.0
47:51.454,0.0,0.0,0.0,4087.0,3274.0,0.0,0.0,0.0
47:51.472,0.0,0.0,0.0,4111.0,3298.0,0.0,0.0,0.0
47:51.494,0.0,0.0,0.0,4134.0,3322.0,0.0,0.0,0.0
47:51.515,0.0,0.0,0.0,4157.0,3346.0,0.0,0.0,0.0
47:51.532,0.0,0.0,0.0,4180.0,3368.0,0.0,0.0,0.0
47:51.553,0.0,0.0,0.0,4204.0,3390.0,0.0,0.0,0.0
47:51.572,0.0,0.0,0.0,4226.0,3410.0,0.0,0.0,0.0
47:51.593,0.0,0.0,0.0,4249.0,3428.0,0.0,0.0,0.0
47:51.612,0.0,0.0,0.0,4271.0,3440.0,0.0,0.0,0.0
47:51.631,0.0,0.0,0.0,4292.0,3451.0,0.0,0.0,0.0
47:51.671,0.0,0.0,0.0,4337.0,3474.0,0.0,0.0,0.0
47:51.695,0.0,0.0,0.0,4360.0,3500.0,0.0,0.0,0.0
47:51.728,0.0,0.0,0.0,4384.0,3529.0,0.0,0.0,0.0
47:51.769,0.0,0.0,0.0,4430.0,3572.0,0.0,0.0,0.0
47:51.793,0.0,0.0,0.0,4476.0,3615.0,0.0,0.0,0.0
47:51.813,0.0,0.0,0.0,4499.0,3631.0,0.0,0.0,0.0
47:51.832,0.0,0.0,0.0,4501.0,3637.0,0.0,0.0,0.0
47:51.852,0.0,0.0,0.0,4498.0,3640.0,0.0,0.0,0.0
47:51.869,0.0,0.0,0.0,4492.0,3642.0,0.0,0.0,0.0
47:51.889,0.0,0.0,0.0,4492.0,3643.0,0.0,0.0,0.0
47:51.913,0.0,0.0,0.0,4494.0,3644.0,0.0,0.0,0.0
47:51.932,0.0,0.0,0.0,4496.0,3644.0,0.0,0.0,0.0
47:51.952,0.0,0.0,0.0,4497.0,3644.0,0.0,0.0,0.0
47:51.972,0.0,0.0,0.0,4497.0,3643.0,0.0,0.0,0.0
47:51.988,0.0,0.0,0.0,4497.0,3643.0,0.0,0.0,0.0
47:52.011,0.0,0.0,0.0,4497.0,3643.0,0.0,0.0,0.0
47:52.033,0.0,0.0,0.0,4498.0,3643.0,0.0,0.0,0.0
47:52.052,0.0,0.0,0.0,4498.0,3643.0,0.0,0.0,0.0
47:52.072,0.0,0.0,0.0,4498.0,3643.0,0.0,0.0,0.0
47:52.093,0.0,0.0,0.0,4498.0,3642.0,0.0,0.0,0.0
47:52.112,0.0,0.0,0.0,4498.0,3642.0,0.0,0.0,0.0
47:52.132,0.0,0.0,0.0,4498.0,3642.0,0.0,0.0,0.0
47:52.152,0.0,0.0,0.0,4498.0,3642.0,0.0,0.0,0.0
47:52.172,0.0,0.0,0.0,4497.0,3642.0,0.0,0.0,0.0
47:52.194,0.0,0.0,0.0,4497.0,3642.0,0.0,0.0,0.0
47:52.212,0.0,0.0,0.0,4497.0,3642.0,0.0,0.0,0.0
47:52.232,0.0,0.0,0.0,4497.0,3642.0,0.0,0.0,0.0
47:52.252,0.0,0.0,0.0,4497.0,3642.0,0.0,0.0,0.0
47:52.272,0.0,0.0,0.0,4497.0,3642.0,0.0,0.0,0.0
47:52.293,0.0,0.0,0.0,4497.0,3642.0,0.0,0.0,0.0
47:52.312,0.0,0.0,0.0,4497.0,3642.0,0.0,0.0,0.0
47:52.332,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.352,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.373,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.393,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.414,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.433,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.453,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.492,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.512,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.532,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.552,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.568,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.593,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.611,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.629,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.652,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.673,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.692,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.721,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.751,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.772,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.792,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.812,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.831,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.852,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.872,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.893,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.929,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.952,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.973,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:52.993,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.013,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.033,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.053,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.073,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.093,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.112,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.132,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.152,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.172,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.195,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.232,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.253,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.273,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.292,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.312,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.332,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.352,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.372,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.393,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.413,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.428,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.451,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.472,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.492,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.512,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.532,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.552,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.569,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.593,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.613,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.633,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.652,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.672,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
47:53.693,0.0,0.0,0.0,4497.0,3641.0,0.0,0.0,0.0
